label,text
an emotion experienced in anticipation of some specific pain or danger,When I was travelling at night.
an emotion experienced in anticipation of some specific pain or danger,"Then Snowdrop was much tempted to taste, for the apple looked so very nice; and when she saw the old woman eat, she could wait no longer."
an emotion experienced in anticipation of some specific pain or danger,@BJoie It's my theme song ya know  lol...
an emotion experienced in anticipation of some specific pain or danger,"Day 26 is in town. Wish I could catch the show, but I already have plans. Go figure!"
an emotion experienced in anticipation of some specific pain or danger,@gail_collins I'm not sure I understand how this twitter thing works...
an emotion experienced in anticipation of some specific pain or danger,someone save me!! i dont want to pack anymore
an emotion experienced in anticipation of some specific pain or danger,Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩
an emotion experienced in anticipation of some specific pain or danger,Beginning the process to see if working is an option. #mentalhealth #complexptsd
an emotion experienced in anticipation of some specific pain or danger,I don't wanna be single the rest of my life
an emotion experienced in anticipation of some specific pain or danger,"We must think of something else, said the king; ""keep your shoes on when you go to bed, and before you come back from the place where you are taken, hide one of them there, I will soon contrive to find it."""
an emotion experienced in anticipation of some specific pain or danger,"@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots."
an emotion experienced in anticipation of some specific pain or danger,"@cecinievas omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!"
an emotion experienced in anticipation of some specific pain or danger,@unaffected @warpdesign @cianan @mikedelgado Byebye web buddies  The cubes look so sad... SRoach I had no idea you are BigToach.
an emotion experienced in anticipation of some specific pain or danger,@helianniina Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9
an emotion experienced in anticipation of some specific pain or danger,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.
an emotion experienced in anticipation of some specific pain or danger,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start"
an emotion experienced in anticipation of some specific pain or danger,@spizer that's what it is in mathematica. I just meant that I automatically hit the button twice now.
an emotion experienced in anticipation of some specific pain or danger,Saw a black snake in the garden.  Went back for a picture and it was gone
an emotion experienced in anticipation of some specific pain or danger,"@GaryED46 I'm supposed to be bug fixing, and I'm Twittering, too. It's not good enough. It's Twitter or work. Bug fixing will have to go."
an emotion experienced in anticipation of some specific pain or danger,wishing I was anywhere but here...
an emotion experienced in anticipation of some specific pain or danger,"When Sunday came, and it was time for the girl to start, a feeling of dread came over her which she could not explain, and that she might be able to find her path again, she filled her pockets with peas and lentils to sprinkle on the ground as she went along."
an emotion experienced in anticipation of some specific pain or danger,I have another test tonight #nervous
an emotion experienced in anticipation of some specific pain or danger,@Wil_Anderson your tweets were awesome  fuck the heat. That's what dencorub is for
an emotion experienced in anticipation of some specific pain or danger,@YahooFantasy update may have been the worst mistake of my day #horrible
an emotion experienced in anticipation of some specific pain or danger,@michael611 would you settle for a 76 Mustang II Ghia? ...nope... probably would not be the same
an emotion experienced in anticipation of some specific pain or danger,@PerezHilton lady gaga tweeted about not being impressed by her video leaking just so you know
an emotion experienced in anticipation of some specific pain or danger,How had Matty Dawson not scored there!!!!!
an emotion experienced in anticipation of some specific pain or danger,iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home
an emotion experienced in anticipation of some specific pain or danger,@iamdiddy I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...
